Peak,RetTime,Type,Height,Area,Width,Width2,AreaPerc
1,1.22909915447235,BV  ,19.0066413879395,3.38184213638306,0.0790690481662751,1.14416670799256,1.3465873003006
2,1.50041830539704,VB  ,11492.458984375,1599.30395507813,0.113835655152798,1.3465873003006,2.46287035942078
3,4.59993600845337,BB  ,39.9882469177246,2.1512770652771,0.21836169064045,4.35416650772095,4.9932541847229
