Peak,RetTime,Type,Height,Area,Width,Width2,AreaPerc
1,1.22673916816712,"BB  ",7.58789157867432,1.38402104377747,0.0729624703526497,1.11749994754791,1.35430550575257
2,1.50211894512177,"BB  ",4647.20361328125,655.31884765625,0.112234346568585,1.35583329200745,2.17583322525025
