Peak,RetTime,Type,Height,Area,Width,Width2,AreaPerc
1,0.594967186450959,BB  ,28.2706184387207,5.92529153823853,0.0701637417078018,0.483000010251999,0.872722208499909
2,1.50277268886566,BB  ,6.29520416259766,1.01730084419251,0.0741950124502182,1.40133333206177,1.64300000667572
4,4.99008321762085,BB  ,693.136901855469,38.4565963745117,0.243778541684151,4.64300012588501,5.56799983978272
