Peak,RetTime,Type,Height,Area,Width,Width2,AreaPerc
1,0.604548752307892,BB  ,10.0207862854004,2.03815340995789,0.0698603391647339,0.493166655302048,0.759625017642975
2,1.50522530078888,BB  ,382.816009521485,57.500659942627,0.105171926319599,1.37150001525879,1.95483338832855
3,4.99661922454834,BB  ,128.760177612305,7.33245372772217,0.205870300531388,4.68316650390625,5.44316673278809
