Peak,RetTime,Type,Height,Area,Width,Width2,AreaPerc
1,0.604173243045807,BB  ,7.89198875427246,1.8111367225647,0.0613372437655926,0.537333309650421,0.747333347797394
2,1.50559604167938,BB  ,394.226745605469,59.0894546508789,0.105336427688599,1.37399995326996,1.96372222900391
3,4.99429750442505,BB  ,71.9645462036133,4.17484664916992,0.204105943441391,4.72066688537598,5.38899993896485
