Peak,RetTime,Type,Height,Area,Width,Width2,AreaPerc
1,1.22909915447235,BV  ,19.0066413879395,3.38184213638306,0.0790690481662751,1.14416670799256,1.3465873003006
2,4.90041830539704,VB  ,11492.458984375,1550.30395507813,0.113835655152798,1.3465873003006,2.46287035942078
