Peak,RetTime,Type,Height,Area,Width,Width2,AreaPerc
1,0.535678446292877,BB,10.0740432739258,2.35545253753662,0.0618972070515156,0.464166671037674,0.73416668176651
2,4.9965465,BB,2076.78955078125,400.737884521485,0.113336957991123,1.36438596248627,2.1129629611969
